match_id,series_id,match_details,result,scores,date,venue,round,home,away,winner,win_by_runs,win_by_wickets,balls_remaining,innings1,innings1_runs,innings1_wickets,innings1_overs_batted,innings1_overs,innings2,innings2_runs,innings2_wickets,innings2_overs_batted,innings2_overs,D/L_method,target
598005,586733,"8th match:Rajasthan Royals v Kolkata Knight Riders at Jaipur- Apr 8, 2013",Rajasthan Royals won by 19 runs,Rajasthan Royals 144/6 (20/20 ov); Kolkata Knight Riders 125 (19/20 ov),08/04/2013,Jaipur,8th match,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,19,,,Rajasthan Royals,144,6,20,20,Kolkata Knight Riders,125,10,19,20,,
598048,586733,"9th match:Royal Challengers Bangalore v Sunrisers Hyderabad at Bangalore- Apr 9, 2013",Royal Challengers Bangalore won by 7 wickets (with 14 balls remaining),Sunrisers Hyderabad 161/6 (20/20 ov); Royal Challengers Bangalore 162/3 (17.4/20 ov),09/04/2013,Bangalore,9th match,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,,7,14,Sunrisers Hyderabad,161,6,20,20,Royal Challengers Bangalore,162,3,17.4,20,,
598006,586733,"10th match:Mumbai Indians v Delhi Daredevils at Mumbai- Apr 9, 2013",Mumbai Indians won by 44 runs,Mumbai Indians 209/5 (20/20 ov); Delhi Daredevils 165/9 (20/20 ov),09/04/2013,Mumbai,10th match,Mumbai Indians,Delhi Daredevils,Mumbai Indians,44,,,Mumbai Indians,209,5,20,20,Delhi Daredevils,165,9,20,20,,
598007,586733,"11th match:Kings XI Punjab v Chennai Super Kings at Mohali- Apr 10, 2013",Chennai Super Kings won by 10 wickets (with 16 balls remaining),Kings XI Punjab 138 (19.5/20 ov); Chennai Super Kings 139/0 (17.2/20 ov),10/04/2013,Mohali,11th match,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,,10,16,Kings XI Punjab,138,10,19.5,20,Chennai Super Kings,139,0,17.2,20,,
598008,586733,"12th match:Royal Challengers Bangalore v Kolkata Knight Riders at Bangalore- Apr 11, 2013",Royal Challengers Bangalore won by 8 wickets (with 15 balls remaining),Kolkata Knight Riders 154/8 (20/20 ov); Royal Challengers Bangalore 158/2 (17.3/20 ov),11/04/2013,Bangalore,12th match,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,,8,15,Kolkata Knight Riders,154,8,20,20,Royal Challengers Bangalore,158,2,17.3,20,,
598009,586733,"13th match:Pune Warriors v Rajasthan Royals at Pune- Apr 11, 2013",Pune Warriors won by 7 wickets (with 8 balls remaining),Rajasthan Royals 145/5 (20/20 ov); Pune Warriors 148/3 (18.4/20 ov),11/04/2013,Pune,13th match,Pune Warriors,Rajasthan Royals,Pune Warriors,,7,8,Rajasthan Royals,145,5,20,20,Pune Warriors,148,3,18.4,20,,
598010,586733,"14th match:Delhi Daredevils v Sunrisers Hyderabad at Delhi- Apr 12, 2013",Sunrisers Hyderabad won by 3 wickets (with 4 balls remaining),Delhi Daredevils 114/8 (20/20 ov); Sunrisers Hyderabad 115/7 (19.2/20 ov),12/04/2013,Delhi,14th match,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,,3,4,Delhi Daredevils,114,8,20,20,Sunrisers Hyderabad,115,7,19.2,20,,
598011,586733,"15th match:Mumbai Indians v Pune Warriors at Mumbai- Apr 13, 2013",Mumbai Indians won by 41 runs,Mumbai Indians 183/3 (20/20 ov); Pune Warriors 142/8 (20/20 ov),13/04/2013,Mumbai,15th match,Mumbai Indians,Pune Warriors,Mumbai Indians,41,,,Mumbai Indians,183,3,20,20,Pune Warriors,142,8,20,20,,
598012,586733,"16th match:Chennai Super Kings v Royal Challengers Bangalore at Chennai- Apr 13, 2013",Chennai Super Kings won by 4 wickets (with 1 ball remaining),Royal Challengers Bangalore 165/6 (20/20 ov); Chennai Super Kings 166/6 (19.5/20 ov),13/04/2013,Chennai,16th match,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,,4,1,Royal Challengers Bangalore,165,6,20,20,Chennai Super Kings,166,6,19.5,20,,
598013,586733,"17th match:Kolkata Knight Riders v Sunrisers Hyderabad at Kolkata- Apr 14, 2013",Kolkata Knight Riders won by 48 runs,Kolkata Knight Riders 180/4 (20/20 ov); Sunrisers Hyderabad 132/7 (20/20 ov),14/04/2013,Kolkata,17th match,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,48,,,Kolkata Knight Riders,180,4,20,20,Sunrisers Hyderabad,132,7,20,20,,
598014,586733,"18th match:Rajasthan Royals v Kings XI Punjab at Jaipur- Apr 14, 2013",Rajasthan Royals won by 6 wickets (with 4 balls remaining),Kings XI Punjab 124 (18.5/20 ov); Rajasthan Royals 126/4 (19.2/20 ov),14/04/2013,Jaipur,18th match,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,,6,4,Kings XI Punjab,124,10,18.5,20,Rajasthan Royals,126,4,19.2,20,,
598015,586733,"19th match:Chennai Super Kings v Pune Warriors at Chennai- Apr 15, 2013",Pune Warriors won by 24 runs,Pune Warriors 159/5 (20/20 ov); Chennai Super Kings 135/8 (20/20 ov),15/04/2013,Chennai,19th match,Chennai Super Kings,Pune Warriors,Pune Warriors,24,,,Pune Warriors,159,5,20,20,Chennai Super Kings,135,8,20,20,,
598016,586733,"20th match:Kings XI Punjab v Kolkata Knight Riders at Mohali- Apr 16, 2013",Kings XI Punjab won by 4 runs,Kings XI Punjab 157/9 (20/20 ov); Kolkata Knight Riders 153/9 (20/20 ov),16/04/2013,Mohali,20th match,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,4,,,Kings XI Punjab,157,9,20,20,Kolkata Knight Riders,153,9,20,20,,
598017,586733,"21st match:Royal Challengers Bangalore v Delhi Daredevils at Bangalore- Apr 16, 2013",Match tied (Royal Challengers Bangalore won the one-over eliminator),Delhi Daredevils 152/5 (20/20 ov); Royal Challengers Bangalore 152/7 (20/20 ov),16/04/2013,Bangalore,21st match,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,,,,Delhi Daredevils,152,5,20,20,Royal Challengers Bangalore,152,7,20,20,,
598018,586733,"22nd match:Pune Warriors v Sunrisers Hyderabad at Pune- Apr 17, 2013",Sunrisers Hyderabad won by 11 runs,Sunrisers Hyderabad 119/8 (20/20 ov); Pune Warriors 108 (19/20 ov),17/04/2013,Pune,22nd match,Pune Warriors,Sunrisers Hyderabad,Sunrisers Hyderabad,11,,,Sunrisers Hyderabad,119,8,20,20,Pune Warriors,108,10,19,20,,
598019,586733,"23rd match:Rajasthan Royals v Mumbai Indians at Jaipur- Apr 17, 2013",Rajasthan Royals won by 87 runs,Rajasthan Royals 179/3 (20/20 ov); Mumbai Indians 92 (18.2/20 ov),17/04/2013,Jaipur,23rd match,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,87,,,Rajasthan Royals,179,3,20,20,Mumbai Indians,92,10,18.2,20,,
598020,586733,"24th match:Delhi Daredevils v Chennai Super Kings at Delhi- Apr 18, 2013",Chennai Super Kings won by 86 runs,Chennai Super Kings 169/4 (20/20 ov); Delhi Daredevils 83 (17.3/20 ov),18/04/2013,Delhi,24th match,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,86,,,Chennai Super Kings,169,4,20,20,Delhi Daredevils,83,10,17.3,20,,
598021,586733,"25th match:Sunrisers Hyderabad v Kings XI Punjab at Hyderabad (Deccan)- Apr 19, 2013",Sunrisers Hyderabad won by 5 wickets (with 7 balls remaining),Kings XI Punjab 123/9 (20/20 ov); Sunrisers Hyderabad 127/5 (18.5/20 ov),19/04/2013,Hyderabad (Deccan),25th match,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,,5,7,Kings XI Punjab,123,9,20,20,Sunrisers Hyderabad,127,5,18.5,20,,
598022,586733,"26th match:Kolkata Knight Riders v Chennai Super Kings at Kolkata- Apr 20, 2013",Chennai Super Kings won by 4 wickets (with 5 balls remaining),Kolkata Knight Riders 119/9 (20/20 ov); Chennai Super Kings 124/6 (19.1/20 ov),20/04/2013,Kolkata,26th match,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,,4,5,Kolkata Knight Riders,119,9,20,20,Chennai Super Kings,124,6,19.1,20,,
598023,586733,"27th match:Royal Challengers Bangalore v Rajasthan Royals at Bangalore- Apr 20, 2013",Royal Challengers Bangalore won by 7 wickets (with 13 balls remaining),Rajasthan Royals 117 (19.4/20 ov); Royal Challengers Bangalore 123/3 (17.5/20 ov),20/04/2013,Bangalore,27th match,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,,7,13,Rajasthan Royals,117,10,19.4,20,Royal Challengers Bangalore,123,3,17.5,20,,
598024,586733,"28th match:Delhi Daredevils v Mumbai Indians at Delhi- Apr 21, 2013",Delhi Daredevils won by 9 wickets (with 18 balls remaining),Mumbai Indians 161/4 (20/20 ov); Delhi Daredevils 165/1 (17/20 ov),21/04/2013,Delhi,28th match,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,,9,18,Mumbai Indians,161,4,20,20,Delhi Daredevils,165,1,17,20,,
598025,586733,"29th match:Kings XI Punjab v Pune Warriors at Mohali- Apr 21, 2013",Kings XI Punjab won by 7 wickets (with 1 ball remaining),Pune Warriors 185/4 (20/20 ov); Kings XI Punjab 186/3 (19.5/20 ov),21/04/2013,Mohali,29th match,Kings XI Punjab,Pune Warriors,Kings XI Punjab,,7,1,Pune Warriors,185,4,20,20,Kings XI Punjab,186,3,19.5,20,,
598026,586733,"30th match:Chennai Super Kings v Rajasthan Royals at Chennai- Apr 22, 2013",Chennai Super Kings won by 5 wickets (with 1 ball remaining),Rajasthan Royals 185/4 (20/20 ov); Chennai Super Kings 186/5 (19.5/20 ov),22/04/2013,Chennai,30th match,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,,5,1,Rajasthan Royals,185,4,20,20,Chennai Super Kings,186,5,19.5,20,,
598027,586733,"31st match:Royal Challengers Bangalore v Pune Warriors at Bangalore- Apr 23, 2013",Royal Challengers Bangalore won by 130 runs,Royal Challengers Bangalore 263/5 (20/20 ov); Pune Warriors 133/9 (20/20 ov),23/04/2013,Bangalore,31st match,Royal Challengers Bangalore,Pune Warriors,Royal Challengers Bangalore,130,,,Royal Challengers Bangalore,263,5,20,20,Pune Warriors,133,9,20,20,,
598059,586733,"32nd match:Delhi Daredevils v Kings XI Punjab at Delhi- Apr 23, 2013",Kings XI Punjab won by 5 wickets (with 18 balls remaining),Delhi Daredevils 120/7 (20/20 ov); Kings XI Punjab 121/5 (17/20 ov),23/04/2013,Delhi,32nd match,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,,5,18,Delhi Daredevils,120,7,20,20,Kings XI Punjab,121,5,17,20,,
598029,586733,"33rd match:Kolkata Knight Riders v Mumbai Indians at Kolkata- Apr 24, 2013",Mumbai Indians won by 5 wickets (with 1 ball remaining),Kolkata Knight Riders 159/6 (20/20 ov); Mumbai Indians 162/5 (19.5/20 ov),24/04/2013,Kolkata,33rd match,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,,5,1,Kolkata Knight Riders,159,6,20,20,Mumbai Indians,162,5,19.5,20,,
598030,586733,"34th match:Chennai Super Kings v Sunrisers Hyderabad at Chennai- Apr 25, 2013",Chennai Super Kings won by 5 wickets (with 2 balls remaining),Sunrisers Hyderabad 159/6 (20/20 ov); Chennai Super Kings 160/5 (19.4/20 ov),25/04/2013,Chennai,34th match,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,,5,2,Sunrisers Hyderabad,159,6,20,20,Chennai Super Kings,160,5,19.4,20,,
598031,586733,"35th match:Kolkata Knight Riders v Kings XI Punjab at Kolkata- Apr 26, 2013",Kolkata Knight Riders won by 6 wickets (with 10 balls remaining),Kings XI Punjab 149/6 (20/20 ov); Kolkata Knight Riders 150/4 (18.2/20 ov),26/04/2013,Kolkata,35th match,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,,6,10,Kings XI Punjab,149,6,20,20,Kolkata Knight Riders,150,4,18.2,20,,
598032,586733,"36th match:Rajasthan Royals v Sunrisers Hyderabad at Jaipur- Apr 27, 2013",Rajasthan Royals won by 8 wickets (with 13 balls remaining),Sunrisers Hyderabad 144/9 (20/20 ov); Rajasthan Royals 146/2 (17.5/20 ov),27/04/2013,Jaipur,36th match,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,,8,13,Sunrisers Hyderabad,144,9,20,20,Rajasthan Royals,146,2,17.5,20,,
598033,586733,"37th match:Mumbai Indians v Royal Challengers Bangalore at Mumbai- Apr 27, 2013",Mumbai Indians won by 58 runs,Mumbai Indians 194/7 (20/20 ov); Royal Challengers Bangalore 136/7 (20/20 ov),27/04/2013,Mumbai,37th match,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,58,,,Mumbai Indians,194,7,20,20,Royal Challengers Bangalore,136,7,20,20,,
598034,586733,"38th match:Chennai Super Kings v Kolkata Knight Riders at Chennai- Apr 28, 2013",Chennai Super Kings won by 14 runs,Chennai Super Kings 200/3 (20/20 ov); Kolkata Knight Riders 186/4 (20/20 ov),28/04/2013,Chennai,38th match,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,14,,,Chennai Super Kings,200,3,20,20,Kolkata Knight Riders,186,4,20,20,,
598035,586733,"39th match:Delhi Daredevils v Pune Warriors at Raipur- Apr 28, 2013",Delhi Daredevils won by 15 runs,Delhi Daredevils 164/5 (20/20 ov); Pune Warriors 149/4 (20/20 ov),28/04/2013,Raipur,39th match,Delhi Daredevils,Pune Warriors,Delhi Daredevils,15,,,Delhi Daredevils,164,5,20,20,Pune Warriors,149,4,20,20,,
598036,586733,"40th match:Rajasthan Royals v Royal Challengers Bangalore at Jaipur- Apr 29, 2013",Rajasthan Royals won by 4 wickets (with 1 ball remaining),Royal Challengers Bangalore 171/6 (20/20 ov); Rajasthan Royals 173/6 (19.5/20 ov),29/04/2013,Jaipur,40th match,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,,4,1,Royal Challengers Bangalore,171,6,20,20,Rajasthan Royals,173,6,19.5,20,,
598037,586733,"41st match:Mumbai Indians v Kings XI Punjab at Mumbai- Apr 29, 2013",Mumbai Indians won by 4 runs,Mumbai Indians 174/3 (20/20 ov); Kings XI Punjab 170 (20/20 ov),29/04/2013,Mumbai,41st match,Mumbai Indians,Kings XI Punjab,Mumbai Indians,4,,,Mumbai Indians,174,3,20,20,Kings XI Punjab,170,10,20,20,,
598038,586733,"42nd match:Pune Warriors v Chennai Super Kings at Pune- Apr 30, 2013",Chennai Super Kings won by 37 runs,Chennai Super Kings 164/3 (20/20 ov); Pune Warriors 127/9 (20/20 ov),30/04/2013,Pune,42nd match,Pune Warriors,Chennai Super Kings,Chennai Super Kings,37,,,Chennai Super Kings,164,3,20,20,Pune Warriors,127,9,20,20,,
598039,586733,"43rd match:Sunrisers Hyderabad v Mumbai Indians at Hyderabad (Deccan)- May 1, 2013",Sunrisers Hyderabad won by 7 wickets (with 12 balls remaining),Mumbai Indians 129/4 (20/20 ov); Sunrisers Hyderabad 130/3 (18/20 ov),01/05/2013,Hyderabad (Deccan),43rd match,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,,7,12,Mumbai Indians,129,4,20,20,Sunrisers Hyderabad,130,3,18,20,,
598040,586733,"44th match:Delhi Daredevils v Kolkata Knight Riders at Raipur- May 1, 2013",Delhi Daredevils won by 7 wickets (with 13 balls remaining),Kolkata Knight Riders 136/7 (20/20 ov); Delhi Daredevils 137/3 (17.5/20 ov),01/05/2013,Raipur,44th match,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,,7,13,Kolkata Knight Riders,136,7,20,20,Delhi Daredevils,137,3,17.5,20,,
598041,586733,"45th match:Chennai Super Kings v Kings XI Punjab at Chennai- May 2, 2013",Chennai Super Kings won by 15 runs,Chennai Super Kings 186/4 (20/20 ov); Kings XI Punjab 171/6 (20/20 ov),02/05/2013,Chennai,45th match,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,15,,,Chennai Super Kings,186,4,20,20,Kings XI Punjab,171,6,20,20,,
598042,586733,"46th match:Pune Warriors v Royal Challengers Bangalore at Pune- May 2, 2013",Royal Challengers Bangalore won by 17 runs,Royal Challengers Bangalore 187/3 (20/20 ov); Pune Warriors 170/9 (20/20 ov),02/05/2013,Pune,46th match,Pune Warriors,Royal Challengers Bangalore,Royal Challengers Bangalore,17,,,Royal Challengers Bangalore,187,3,20,20,Pune Warriors,170,9,20,20,,
598043,586733,"47th match:Kolkata Knight Riders v Rajasthan Royals at Kolkata- May 3, 2013",Kolkata Knight Riders won by 8 wickets (with 16 balls remaining),Rajasthan Royals 132/6 (20/20 ov); Kolkata Knight Riders 133/2 (17.2/20 ov),03/05/2013,Kolkata,47th match,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,,8,16,Rajasthan Royals,132,6,20,20,Kolkata Knight Riders,133,2,17.2,20,,
598044,586733,"48th match:Sunrisers Hyderabad v Delhi Daredevils at Hyderabad (Deccan)- May 4, 2013",Sunrisers Hyderabad won by 6 wickets (with 37 balls remaining),Delhi Daredevils 80 (19.1/20 ov); Sunrisers Hyderabad 81/4 (13.5/20 ov),04/05/2013,Hyderabad (Deccan),48th match,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,,6,37,Delhi Daredevils,80,10,19.1,20,Sunrisers Hyderabad,81,4,13.5,20,,
598046,586733,"49th match:Mumbai Indians v Chennai Super Kings at Mumbai- May 5, 2013",Mumbai Indians won by 60 runs,Mumbai Indians 139/5 (20/20 ov); Chennai Super Kings 79 (15.2/20 ov),05/05/2013,Mumbai,49th match,Mumbai Indians,Chennai Super Kings,Mumbai Indians,60,,,Mumbai Indians,139,5,20,20,Chennai Super Kings,79,10,15.2,20,,
598047,586733,"50th match:Rajasthan Royals v Pune Warriors at Jaipur- May 5, 2013",Rajasthan Royals won by 5 wickets (with 1 ball remaining),Pune Warriors 178/4 (20/20 ov); Rajasthan Royals 182/5 (19.5/20 ov),05/05/2013,Jaipur,50th match,Rajasthan Royals,Pune Warriors,Rajasthan Royals,,5,1,Pune Warriors,178,4,20,20,Rajasthan Royals,182,5,19.5,20,,
598064,586733,"51st match:Kings XI Punjab v Royal Challengers Bangalore at Mohali- May 6, 2013",Kings XI Punjab won by 6 wickets (with 12 balls remaining),Royal Challengers Bangalore 190/3 (20/20 ov); Kings XI Punjab 194/4 (18/20 ov),06/05/2013,Mohali,51st match,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,,6,12,Royal Challengers Bangalore,190,3,20,20,Kings XI Punjab,194,4,18,20,,
598049,586733,"52nd match:Rajasthan Royals v Delhi Daredevils at Jaipur- May 7, 2013",Rajasthan Royals won by 9 wickets (with 13 balls remaining),Delhi Daredevils 154/4 (20/20 ov); Rajasthan Royals 155/1 (17.5/20 ov),07/05/2013,Jaipur,52nd match,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,,9,13,Delhi Daredevils,154,4,20,20,Rajasthan Royals,155,1,17.5,20,,
598050,586733,"53rd match:Mumbai Indians v Kolkata Knight Riders at Mumbai- May 7, 2013",Mumbai Indians won by 65 runs,Mumbai Indians 170/6 (20/20 ov); Kolkata Knight Riders 105 (18.2/20 ov),07/05/2013,Mumbai,53rd match,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,65,,,Mumbai Indians,170,6,20,20,Kolkata Knight Riders,105,10,18.2,20,,
598051,586733,"54th match:Sunrisers Hyderabad v Chennai Super Kings at Hyderabad (Deccan)- May 8, 2013",Chennai Super Kings won by 77 runs,Chennai Super Kings 223/3 (20/20 ov); Sunrisers Hyderabad 146/8 (20/20 ov),08/05/2013,Hyderabad (Deccan),54th match,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,77,,,Chennai Super Kings,223,3,20,20,Sunrisers Hyderabad,146,8,20,20,,
598052,586733,"55th match:Kings XI Punjab v Rajasthan Royals at Mohali- May 9, 2013",Rajasthan Royals won by 8 wickets (with 6 balls remaining),Kings XI Punjab 145/6 (20/20 ov); Rajasthan Royals 147/2 (19/20 ov),09/05/2013,Mohali,55th match,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,,8,6,Kings XI Punjab,145,6,20,20,Rajasthan Royals,147,2,19,20,,
598053,586733,"56th match:Pune Warriors v Kolkata Knight Riders at Pune- May 9, 2013",Kolkata Knight Riders won by 46 runs,Kolkata Knight Riders 152/6 (20/20 ov); Pune Warriors 106 (19.3/20 ov),09/05/2013,Pune,56th match,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,46,,,Kolkata Knight Riders,152,6,20,20,Pune Warriors,106,10,19.3,20,,
598054,586733,"57th match:Delhi Daredevils v Royal Challengers Bangalore at Delhi- May 10, 2013",Royal Challengers Bangalore won by 4 runs,Royal Challengers Bangalore 183/4 (20/20 ov); Delhi Daredevils 179/7 (20/20 ov),10/05/2013,Delhi,57th match,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,4,,,Royal Challengers Bangalore,183,4,20,20,Delhi Daredevils,179,7,20,20,,
598055,586733,"58th match:Pune Warriors v Mumbai Indians at Pune- May 11, 2013",Mumbai Indians won by 5 wickets (with 7 balls remaining),Pune Warriors 112/8 (20/20 ov); Mumbai Indians 116/5 (18.5/20 ov),11/05/2013,Pune,58th match,Pune Warriors,Mumbai Indians,Mumbai Indians,,5,7,Pune Warriors,112,8,20,20,Mumbai Indians,116,5,18.5,20,,
598056,586733,"59th match:Kings XI Punjab v Sunrisers Hyderabad at Mohali- May 11, 2013",Sunrisers Hyderabad won by 30 runs,Sunrisers Hyderabad 150/7 (20/20 ov); Kings XI Punjab 120/9 (20/20 ov),11/05/2013,Mohali,59th match,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,30,,,Sunrisers Hyderabad,150,7,20,20,Kings XI Punjab,120,9,20,20,,
598057,586733,"60th match:Kolkata Knight Riders v Royal Challengers Bangalore at Ranchi- May 12, 2013",Kolkata Knight Riders won by 5 wickets (with 4 balls remaining),Royal Challengers Bangalore 115/9 (20/20 ov); Kolkata Knight Riders 116/5 (19.2/20 ov),12/05/2013,Ranchi,60th match,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,,5,4,Royal Challengers Bangalore,115,9,20,20,Kolkata Knight Riders,116,5,19.2,20,,
598058,586733,"61st match:Rajasthan Royals v Chennai Super Kings at Jaipur- May 12, 2013",Rajasthan Royals won by 5 wickets (with 17 balls remaining),Chennai Super Kings 141/4 (20/20 ov); Rajasthan Royals 144/5 (17.1/20 ov),12/05/2013,Jaipur,61st match,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,,5,17,Chennai Super Kings,141,4,20,20,Rajasthan Royals,144,5,17.1,20,,
598060,586733,"62nd match:Mumbai Indians v Sunrisers Hyderabad at Mumbai- May 13, 2013",Mumbai Indians won by 7 wickets (with 3 balls remaining),Sunrisers Hyderabad 178/3 (20/20 ov); Mumbai Indians 184/3 (19.3/20 ov),13/05/2013,Mumbai,62nd match,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,,7,3,Sunrisers Hyderabad,178,3,20,20,Mumbai Indians,184,3,19.3,20,,
598045,586733,"63rd match:Royal Challengers Bangalore v Kings XI Punjab at Bangalore- May 14, 2013",Kings XI Punjab won by 7 wickets (with 11 balls remaining),Royal Challengers Bangalore 174/5 (20/20 ov); Kings XI Punjab 176/3 (18.1/20 ov),14/05/2013,Bangalore,63rd match,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,,7,11,Royal Challengers Bangalore,174,5,20,20,Kings XI Punjab,176,3,18.1,20,,
598062,586733,"64th match:Chennai Super Kings v Delhi Daredevils at Chennai- May 14, 2013",Chennai Super Kings won by 33 runs,Chennai Super Kings 168/4 (20/20 ov); Delhi Daredevils 135/9 (20/20 ov),14/05/2013,Chennai,64th match,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,33,,,Chennai Super Kings,168,4,20,20,Delhi Daredevils,135,9,20,20,,
598061,586733,"65th match:Kolkata Knight Riders v Pune Warriors at Ranchi- May 15, 2013",Pune Warriors won by 7 runs,Pune Warriors 170/4 (20/20 ov); Kolkata Knight Riders 163/7 (20/20 ov),15/05/2013,Ranchi,65th match,Kolkata Knight Riders,Pune Warriors,Pune Warriors,7,,,Pune Warriors,170,4,20,20,Kolkata Knight Riders,163,7,20,20,,
598063,586733,"66th match:Mumbai Indians v Rajasthan Royals at Mumbai- May 15, 2013",Mumbai Indians won by 14 runs,Mumbai Indians 166/8 (20/20 ov); Rajasthan Royals 152/7 (20/20 ov),15/05/2013,Mumbai,66th match,Mumbai Indians,Rajasthan Royals,Mumbai Indians,14,,,Mumbai Indians,166,8,20,20,Rajasthan Royals,152,7,20,20,,
598028,586733,"67th match:Kings XI Punjab v Delhi Daredevils at Dharamsala- May 16, 2013",Kings XI Punjab won by 7 runs,Kings XI Punjab 171/4 (20/20 ov); Delhi Daredevils 164/7 (20/20 ov),16/05/2013,Dharamsala,67th match,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,7,,,Kings XI Punjab,171,4,20,20,Delhi Daredevils,164,7,20,20,,
598065,586733,"68th match:Sunrisers Hyderabad v Rajasthan Royals at Hyderabad (Deccan)- May 17, 2013",Sunrisers Hyderabad won by 23 runs,Sunrisers Hyderabad 136/9 (20/20 ov); Rajasthan Royals 113/9 (20/20 ov),17/05/2013,Hyderabad (Deccan),68th match,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,23,,,Sunrisers Hyderabad,136,9,20,20,Rajasthan Royals,113,9,20,20,,
598066,586733,"69th match:Kings XI Punjab v Mumbai Indians at Dharamsala- May 18, 2013",Kings XI Punjab won by 50 runs,Kings XI Punjab 183/8 (20/20 ov); Mumbai Indians 133 (19.1/20 ov),18/05/2013,Dharamsala,69th match,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,50,,,Kings XI Punjab,183,8,20,20,Mumbai Indians,133,10,19.1,20,,
598068,586733,"70th match:Royal Challengers Bangalore v Chennai Super Kings at Bangalore- May 18, 2013",Royal Challengers Bangalore won by 24 runs,Royal Challengers Bangalore 106/2 (8/8 ov); Chennai Super Kings 82/6 (8/8 ov),18/05/2013,Bangalore,70th match,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,24,,,Royal Challengers Bangalore,106,2,8,8,Chennai Super Kings,82,6,8,8,,
598067,586733,"71st match:Pune Warriors v Delhi Daredevils at Pune- May 19, 2013",Pune Warriors won by 38 runs,Pune Warriors 172/5 (20/20 ov); Delhi Daredevils 134/9 (20/20 ov),19/05/2013,Pune,71st match,Pune Warriors,Delhi Daredevils,Pune Warriors,38,,,Pune Warriors,172,5,20,20,Delhi Daredevils,134,9,20,20,,
598069,586733,"72nd match:Sunrisers Hyderabad v Kolkata Knight Riders at Hyderabad (Deccan)- May 19, 2013",Sunrisers Hyderabad won by 5 wickets (with 7 balls remaining),Kolkata Knight Riders 130/7 (20/20 ov); Sunrisers Hyderabad 132/5 (18.5/20 ov),19/05/2013,Hyderabad (Deccan),72nd match,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,,5,7,Kolkata Knight Riders,130,7,20,20,Sunrisers Hyderabad,132,5,18.5,20,,
